Date,Open,High,Low,Close,Volume
"Nov 30, 2021",60.46,61.19,59.66,59.84,"34,979,825"
"Dec 1, 2021",60.9,62.03,59.75,59.79,"30,670,130"
"Dec 2, 2021",59.74,61.58,59.14,61.28,"29,216,045"
"Dec 3, 2021",61.92,62.23,60.35,60.89,"22,014,734"
"Dec 6, 2021",61.72,62.16,61.42,61.58,"19,210,511"
"Dec 7, 2021",62.34,63.03,62.1,62.27,"19,800,377"
"Dec 8, 2021",62.61,63.19,62.34,62.45,"18,214,420"
"Dec 9, 2021",62.05,62.77,61.81,62.61,"16,910,332"
"Dec 10, 2021",63.27,63.35,62.23,63.01,"17,942,383"
"Dec 13, 2021",62.47,62.72,61.35,61.63,"17,793,708"
"Dec 14, 2021",61.26,62.47,61.22,61.54,"22,551,145"
"Dec 15, 2021",61.19,61.5,60.01,61.27,"19,961,862"
"Dec 16, 2021",61.44,62.45,61.3,61.37,"21,187,783"
"Dec 17, 2021",60.95,61.28,59.69,60.03,"44,454,945"
"Dec 20, 2021",58.79,59.25,57.96,59.16,"21,819,305"
"Dec 21, 2021",59.75,60.68,59.72,60.5,"19,798,891"
"Dec 22, 2021",60.34,61.37,59.97,60.99,"14,058,338"
"Dec 23, 2021",61.17,61.84,61,61.02,"13,543,291"
"Dec 27, 2021",60.93,61.95,60.42,61.89,"12,596,340"
"Dec 28, 2021",61.91,62.31,61.4,61.69,"12,786,873"
"Dec 29, 2021",61.48,61.6,60.92,61.15,"12,733,601"
"Dec 30, 2021",61.22,61.6,60.77,60.79,"11,940,294"
"Dec 31, 2021",60.74,61.47,60.7,61.19,"14,071,965"
"Jan 3, 2022",61.24,63.6,61.21,63.54,"24,290,187"
"Jan 4, 2022",64.13,66.19,64.1,65.93,"38,584,046"
"Jan 5, 2022",66.5,67.61,66.48,66.75,"34,033,275"
"Jan 6, 2022",68,68.48,67.07,68.32,"30,668,514"
"Jan 7, 2022",68.52,69.18,67.98,68.88,"23,985,401"
"Jan 10, 2022",68.97,69.17,67.95,68.47,"22,760,316"
"Jan 11, 2022",68.89,71.4,68.58,71.35,"32,936,140"
"Jan 12, 2022",71.14,71.81,70.64,71.14,"23,045,051"
"Jan 13, 2022",71.12,71.58,70.31,70.63,"21,043,176"
"Jan 14, 2022",70.65,72.15,70.6,71.87,"23,012,866"
"Jan 18, 2022",72.82,73.88,72.01,73.08,"32,862,824"
"Jan 19, 2022",73.75,73.86,72.55,73.11,"26,431,636"
"Jan 20, 2022",72.5,74.37,72.26,73.27,"26,774,550"
"Jan 21, 2022",73.18,73.18,71.04,72.17,"35,120,462"
"Jan 24, 2022",70.88,73.08,69.81,72.79,"41,576,131"
"Jan 25, 2022",72.59,75.24,71.39,74.93,"39,278,417"
"Jan 26, 2022",75.43,76,73.49,74.17,"35,252,385"
"Jan 27, 2022",75.46,76.01,73.99,75.12,"29,174,687"
"Jan 28, 2022",74.97,75.62,73.95,75.28,"30,595,660"
"Jan 31, 2022",74.97,76.42,74.27,75.96,"36,085,479"
"Feb 1, 2022",76.45,81.51,76.27,80.83,"61,033,081"
"Feb 2, 2022",80.06,80.81,79.15,80.62,"30,299,322"
"Feb 3, 2022",80.09,80.31,79.02,79.68,"28,529,399"
"Feb 4, 2022",80.87,82.53,80.87,81.41,"32,197,543"
"Feb 7, 2022",81.14,83.08,80.64,82.39,"34,949,215"
"Feb 8, 2022",82.27,82.5,79.92,80.26,"34,356,264"
"Feb 9, 2022",79.58,80.03,78.71,79,"40,106,115"
"Feb 10, 2022",78.72,79.68,77.79,78.24,"28,527,663"
"Feb 11, 2022",78.62,80.32,78.23,80.21,"42,002,092"
"Feb 14, 2022",79.58,79.84,77.05,78.98,"34,652,780"
"Feb 15, 2022",76.9,78.19,76.42,77.99,"25,089,507"
"Feb 16, 2022",78.79,79.73,78.04,78.35,"21,733,753"
"Feb 17, 2022",78.48,79.12,77.95,78.23,"23,738,816"
"Feb 18, 2022",77.16,78.17,76.89,77.36,"23,394,776"
"Feb 22, 2022",79.67,79.79,75.31,76.46,"35,947,769"
"Feb 23, 2022",76.46,77.47,76.13,76.77,"25,385,006"
"Feb 24, 2022",79,79.03,74.03,75.8,"46,199,851"
"Feb 25, 2022",76.69,77.99,76.26,77.84,"28,310,258"
"Feb 28, 2022",76.51,78.93,76.2,78.42,"32,204,637"
"Mar 1, 2022",78.77,80.65,78.33,79.17,"40,002,342"
"Mar 2, 2022",80.6,82.15,79.82,80.53,"44,321,369"
"Mar 3, 2022",79.86,81.77,79.63,81.04,"30,196,611"
"Mar 4, 2022",81.05,84.28,80.66,84.09,"42,844,527"
"Mar 7, 2022",84.92,87.23,83.9,87.12,"55,207,908"
"Mar 8, 2022",89.05,91.51,85.43,87.78,"72,082,261"
"Mar 9, 2022",84.03,86.57,81.6,82.79,"65,466,651"
"Mar 10, 2022",84.01,85.68,82.9,85.36,"44,644,244"
"Mar 11, 2022",84.07,86.23,83.97,84.92,"35,303,368"
"Mar 14, 2022",83.06,83.45,80.5,81.88,"37,462,621"
"Mar 15, 2022",78.82,79.17,76.37,77.22,"47,957,901"
"Mar 16, 2022",77.81,78.62,76.25,76.93,"37,812,299"
"Mar 17, 2022",78.18,79.15,77.07,78.98,"34,041,918"
"Mar 18, 2022",79.06,79.39,78.1,78.67,"41,461,477"
"Mar 21, 2022",80.12,82.52,79.74,82.2,"33,089,287"
"Mar 22, 2022",81.63,82.2,80.79,81.84,"23,132,202"
"Mar 23, 2022",83.34,84.27,83.05,83.13,"27,716,309"
"Mar 24, 2022",83.46,84.65,82.75,83.38,"19,871,630"
"Mar 25, 2022",82.92,85.49,82.79,85.2,"22,408,177"
"Mar 28, 2022",83.17,83.31,82.02,82.81,"21,552,383"
"Mar 29, 2022",80.81,82.49,79.76,82.37,"27,036,251"
"Mar 30, 2022",83.06,84.01,82.71,83.78,"22,079,009"
"Mar 31, 2022",82.87,84.4,82.55,82.59,"27,861,456"
"Apr 1, 2022",81.99,84.14,81.99,83.12,"18,671,077"
"Apr 4, 2022",83.56,83.66,82.05,83.16,"20,880,035"
"Apr 5, 2022",83.5,85.07,82.56,82.73,"21,753,103"
"Apr 6, 2022",83.42,84.7,82.94,83.65,"24,768,200"
"Apr 7, 2022",83.83,85.44,82.71,85.05,"26,121,980"
"Apr 8, 2022",85.17,87.21,85.17,86.84,"24,866,507"
"Apr 11, 2022",85.78,85.93,83.5,83.85,"21,800,100"
"Apr 12, 2022",85.71,86.82,85.38,85.6,"22,444,175"
"Apr 13, 2022",86.61,87.11,85.19,86.81,"19,306,829"
"Apr 14, 2022",86.67,88.46,86.23,87.83,"24,566,440"
"Apr 18, 2022",88.5,88.89,87.75,88.55,"19,032,299"
"Apr 19, 2022",88.01,88.66,87.27,87.76,"20,382,626"
"Apr 20, 2022",87.97,88.5,87.3,87.96,"20,689,408"
"Apr 21, 2022",88.95,89.8,86.79,87.03,"29,010,859"
"Apr 22, 2022",86.66,88.12,85,85.13,"23,591,604"
"Apr 25, 2022",82.37,82.66,79.29,82.26,"37,698,264"
"Apr 26, 2022",82.73,84.72,82.18,82.29,"28,941,487"
"Apr 27, 2022",83.39,85.48,82.28,84.64,"32,773,024"
"Apr 28, 2022",84.88,88.14,84.07,87.2,"33,683,758"
"Apr 29, 2022",88.14,88.14,84.7,85.25,"34,656,462"
"May 2, 2022",85.01,87.04,84.63,86.41,"36,335,203"
"May 3, 2022",86.26,88.78,86.12,88.19,"33,908,096"
"May 4, 2022",89.5,91.88,88.91,91.7,"46,188,367"
"May 5, 2022",92.04,92.05,88.39,90.31,"41,013,416"
"May 6, 2022",90.98,91.82,89.35,91.69,"29,619,347"
"May 9, 2022",89.44,89.56,84.02,84.46,"45,851,625"
"May 10, 2022",85.64,86.89,83.52,85.02,"34,483,209"
"May 11, 2022",86.43,88.94,86.28,86.79,"33,020,628"
"May 12, 2022",85.95,86.38,83.4,86.3,"29,491,522"
"May 13, 2022",87.36,88.95,86.35,88.86,"25,798,443"
"May 16, 2022",88.98,91.98,88.97,90.95,"26,101,216"
"May 17, 2022",91.73,92.45,91.12,92.11,"23,120,664"
"May 18, 2022",92.51,92.92,89.83,90.65,"25,451,243"
"May 19, 2022",89,92.3,89,91.14,"24,387,369"
"May 20, 2022",91.93,93.59,90.4,91.86,"28,795,031"
"May 23, 2022",92.66,94.77,92.55,93.89,"27,239,334"
"May 24, 2022",92.82,94.79,92.32,94.4,"24,293,327"
"May 25, 2022",94.58,96.53,94.47,96.3,"29,947,847"
"May 26, 2022",96.6,97.43,96.2,96.64,"24,314,829"
"May 27, 2022",95.95,97.93,95.3,97.59,"25,588,794"
"May 31, 2022",98.56,99.78,95.71,96,"44,888,128"
"Jun 1, 2022",97.02,98.71,96.62,97.84,"25,815,365"
"Jun 2, 2022",97.29,98.1,96.79,97.67,"19,089,105"
"Jun 3, 2022",97.9,99.66,97.9,99.09,"21,038,164"
"Jun 6, 2022",99.18,99.78,98.67,98.84,"20,682,050"
"Jun 7, 2022",99.7,103.43,99.49,103.37,"37,810,233"
"Jun 8, 2022",103.49,105.57,102.98,104.59,"31,613,155"
"Jun 9, 2022",103.42,104.57,102.16,102.33,"26,634,335"
"Jun 10, 2022",101.94,103.35,99.79,100.46,"30,958,348"
"Jun 13, 2022",97.52,97.77,93.92,95.85,"33,421,049"
"Jun 14, 2022",97.41,98.67,95.27,96.1,"31,264,024"
"Jun 15, 2022",95.99,96.57,93.27,94.89,"29,620,780"
"Jun 16, 2022",92.41,93.13,90.28,91.39,"35,696,748"
"Jun 17, 2022",90.96,91.35,85.66,86.12,"64,610,192"
"Jun 21, 2022",88.58,92.53,88.52,91.48,"35,951,458"
"Jun 22, 2022",87.54,89.76,87.53,87.86,"29,769,627"
"Jun 23, 2022",88.66,89.05,83.52,85.21,"35,757,209"
"Jun 24, 2022",86.95,88.4,85.81,86.9,"26,638,991"
"Jun 27, 2022",87.81,90.04,87.67,89.03,"25,478,683"
"Jun 28, 2022",91.12,93.24,90.35,91.5,"33,123,000"
"Jun 29, 2022",92.98,93.2,87.76,88.12,"25,400,938"
"Jun 30, 2022",86.14,87.6,84.67,85.64,"39,948,066"
"Jul 1, 2022",86.74,87.88,84.71,87.55,"26,327,857"
"Jul 5, 2022",86.34,86.7,83.01,84.81,"34,601,325"
"Jul 6, 2022",83.76,85.23,81.01,83.28,"33,375,726"
"Jul 7, 2022",85.38,86.76,85.3,85.94,"23,817,363"
"Jul 8, 2022",86.95,87.3,84.93,86.08,"17,673,819"
"Jul 11, 2022",85.17,86.12,84.36,85.64,"15,608,348"
"Jul 12, 2022",83.78,85.05,82.86,84.5,"21,013,014"
"Jul 13, 2022",83.38,86.31,83.3,84.84,"19,928,602"
"Jul 14, 2022",81.85,83.31,80.69,83.14,"26,343,031"
"Jul 15, 2022",84.8,84.88,82.9,84.54,"17,243,749"
"Jul 18, 2022",86.58,87.94,85.75,86.1,"19,395,810"
"Jul 19, 2022",86.42,88.52,86.25,88.27,"18,248,903"
"Jul 20, 2022",87.58,89.65,87.25,89.24,"16,584,414"
"Jul 21, 2022",86.93,87.8,85.21,87.75,"21,375,666"
"Jul 22, 2022",87.55,88.47,86.63,87.08,"15,479,475"
"Jul 25, 2022",88.16,90.13,87.42,89.98,"17,536,371"
"Jul 26, 2022",91.13,91.28,89,89.63,"15,141,195"
"Jul 27, 2022",90.28,92,89.4,91.57,"18,046,956"
"Jul 28, 2022",92.18,93.25,91.01,92.64,"20,353,087"
"Jul 29, 2022",94.45,97.52,94.1,96.93,"29,825,829"
"Aug 1, 2022",94.79,95.35,93.23,94.48,"20,793,152"
"Aug 2, 2022",94.69,95.2,93.82,94.07,"16,722,504"
"Aug 3, 2022",94.42,94.42,90.79,91.02,"23,580,814"
"Aug 4, 2022",90.31,90.34,86.43,87.19,"31,661,348"
