Date,Open,High,Low,Close,Volume
"Sep 29, 2021",33.78,34.03,32.91,33.11,"12,717,020"
"Sep 30, 2021",32.54,33.76,32.53,32.53,"23,045,139"
"Oct 1, 2021",32.9,33.1,31.86,32.84,"16,091,246"
"Oct 4, 2021",33.37,33.73,32.43,32.71,"20,137,597"
"Oct 5, 2021",32.69,32.76,31.75,32.2,"20,005,260"
"Oct 6, 2021",31.83,32.18,30.93,31.71,"22,783,873"
"Oct 7, 2021",32.75,34.49,32.62,34.32,"37,035,149"
"Oct 8, 2021",34.6,35.01,33.9,34.13,"17,625,283"
"Oct 11, 2021",35.3,36.57,35.21,35.23,"27,084,337"
"Oct 12, 2021",35.05,35.48,34.44,34.61,"21,591,553"
"Oct 13, 2021",35.13,36.34,34.59,35.82,"26,459,782"
"Oct 14, 2021",36.99,37.9,36.56,37.13,"28,961,431"
"Oct 15, 2021",38.17,39.01,37.61,38.64,"30,048,424"
"Oct 18, 2021",37.54,39.05,37.39,38.54,"23,196,075"
"Oct 19, 2021",38.84,38.95,38.22,38.85,"16,543,097"
"Oct 20, 2021",38.64,39.08,38.08,38.93,"14,281,712"
"Oct 21, 2021",38.04,38.53,36.75,38.42,"19,571,924"
"Oct 22, 2021",37.97,38.81,37.21,37.67,"19,058,229"
"Oct 25, 2021",38.23,39.64,38.02,39.34,"19,215,110"
"Oct 26, 2021",39.44,39.67,38.36,38.85,"15,564,445"
"Oct 27, 2021",37.47,38.3,36.84,37,"19,544,206"
"Oct 28, 2021",37.65,38.22,37.16,38.1,"13,978,391"
"Oct 29, 2021",37.57,38.07,37.19,37.72,"16,052,233"
"Nov 1, 2021",37.78,38.63,37.6,38.33,"10,873,435"
"Nov 2, 2021",38.59,38.75,37.9,38.55,"14,574,505"
"Nov 3, 2021",38.64,38.7,37.52,38.23,"17,054,441"
"Nov 4, 2021",38.5,38.59,36.75,37,"16,309,455"
"Nov 5, 2021",37.15,37.4,36.77,37.04,"12,536,225"
"Nov 8, 2021",37.95,39.78,37.9,39.43,"25,103,837"
"Nov 9, 2021",39.23,39.79,38.15,39.2,"16,030,778"
"Nov 10, 2021",39.01,39.6,37.27,37.52,"24,055,727"
"Nov 11, 2021",39.12,41.22,38.27,40.9,"39,436,931"
"Nov 12, 2021",40.67,41.6,40.36,41.23,"18,481,670"
"Nov 15, 2021",41.02,41.24,40.2,40.86,"13,962,122"
"Nov 16, 2021",40.68,40.77,39.46,39.6,"19,165,324"
"Nov 17, 2021",39.64,40.44,38.66,38.87,"19,209,051"
"Nov 18, 2021",38.88,39,37.69,38.79,"17,621,019"
"Nov 19, 2021",38.47,39.27,38.1,38.28,"18,917,982"
"Nov 22, 2021",37.39,38.63,36.9,37.74,"19,078,955"
"Nov 23, 2021",38.04,39.24,37.93,38.68,"15,865,691"
"Nov 24, 2021",38.67,39.02,38.23,38.65,"13,430,275"
"Nov 26, 2021",36.28,37.41,35.3,37.24,"21,122,389"
"Nov 29, 2021",37.84,38.14,36.6,37.98,"17,219,153"
"Nov 30, 2021",37.96,38.55,36.49,37.08,"27,056,126"
"Dec 1, 2021",37.8,38.54,36.18,36.23,"19,252,047"
"Dec 2, 2021",36.39,37.35,35.92,37.1,"18,548,791"
"Dec 3, 2021",37.07,37.51,35.61,36.56,"20,762,714"
"Dec 6, 2021",37.27,37.89,36.36,37.37,"13,603,038"
"Dec 7, 2021",38.2,39.61,38.2,38.77,"18,048,178"
"Dec 8, 2021",38.86,39.3,38.26,38.72,"14,213,766"
"Dec 9, 2021",38.13,38.83,37.94,38.47,"11,526,732"
"Dec 10, 2021",38.98,39.2,37.88,38.37,"10,018,549"
"Dec 13, 2021",38.61,38.88,37.23,37.63,"11,557,848"
"Dec 14, 2021",37.56,38.78,37.39,37.96,"12,609,630"
"Dec 15, 2021",37.26,37.46,35.78,37.25,"23,245,162"
"Dec 16, 2021",38.41,39.21,38.09,38.28,"17,549,108"
"Dec 17, 2021",38.26,38.68,37.55,38,"19,762,540"
"Dec 20, 2021",37.05,37.64,36.71,37.42,"13,373,728"
"Dec 21, 2021",38.18,39.39,38.07,39.18,"13,560,803"
"Dec 22, 2021",39.19,40.17,39,40.14,"13,244,466"
"Dec 23, 2021",39.92,41.29,39.84,41.13,"17,727,514"
"Dec 27, 2021",41,42.04,40.63,41.99,"11,411,800"
"Dec 28, 2021",41.8,42.24,41.64,41.99,"10,838,275"
"Dec 29, 2021",41.69,42.21,41.42,41.98,"14,596,218"
"Dec 30, 2021",42.06,42.77,41.57,41.62,"12,001,001"
"Dec 31, 2021",41.64,41.97,41.38,41.73,"8,793,174"
"Jan 3, 2022",41.48,42.05,41.29,41.48,"12,665,236"
"Jan 4, 2022",41.82,42.5,41.46,42.15,"14,448,581"
"Jan 5, 2022",42.19,43.72,41.52,41.68,"22,270,553"
"Jan 6, 2022",41.48,41.9,40.28,40.53,"16,145,811"
"Jan 7, 2022",41,42.11,40.45,41.88,"16,974,553"
"Jan 10, 2022",41.61,41.87,40.68,41.62,"12,066,875"
"Jan 11, 2022",41.83,43.02,41.3,42.99,"17,291,607"
"Jan 12, 2022",44.99,45.45,44.16,45.15,"28,622,632"
"Jan 13, 2022",44.5,45.66,44.24,44.33,"22,953,954"
"Jan 14, 2022",43.3,44.46,43.06,44.08,"19,204,609"
"Jan 18, 2022",43.9,46.2,43.43,44.29,"25,906,709"
"Jan 19, 2022",45.04,45.5,44.05,44.08,"18,064,366"
"Jan 20, 2022",44.54,44.9,43.11,43.19,"17,598,468"
"Jan 21, 2022",42.6,42.73,40.7,40.99,"24,839,286"
"Jan 24, 2022",39.59,40.06,37.47,39.96,"30,991,409"
"Jan 25, 2022",39.32,39.86,38.02,39.63,"27,054,500"
"Jan 26, 2022",39.57,40.81,37.74,38.43,"24,866,916"
"Jan 27, 2022",38.41,39.05,36.74,37.1,"24,525,263"
"Jan 28, 2022",36.42,36.48,34.94,36.04,"30,157,445"
"Jan 31, 2022",35.98,37.26,35.64,37.22,"20,213,695"
"Feb 1, 2022",38.2,39.09,37.52,39.02,"22,362,990"
"Feb 2, 2022",39.03,39.86,38.35,39.39,"19,673,339"
"Feb 3, 2022",38.69,39.12,37.99,38.2,"16,366,963"
"Feb 4, 2022",38.03,38.83,37.71,38.42,"15,184,262"
"Feb 7, 2022",38.42,39.43,38.19,38.9,"13,817,444"
"Feb 8, 2022",39.17,40.7,38.98,40.63,"18,641,696"
"Feb 9, 2022",41.4,43.8,41.27,43.56,"26,474,813"
"Feb 10, 2022",42.86,45.56,42.8,43.91,"29,329,415"
"Feb 11, 2022",42.6,44.18,42.33,42.8,"23,462,760"
"Feb 14, 2022",42.75,43,41.76,42.45,"17,130,433"
"Feb 15, 2022",42.5,43.69,41.84,43.67,"15,764,291"
"Feb 16, 2022",43.6,44.44,43.54,44.25,"11,736,029"
"Feb 17, 2022",43.96,44.21,42.96,43.21,"12,251,653"
"Feb 18, 2022",43.37,43.85,42.78,43.02,"15,846,697"
"Feb 22, 2022",43.01,43.45,41.8,42.36,"14,429,629"
"Feb 23, 2022",42.55,43.19,42.05,42.46,"13,945,730"
"Feb 24, 2022",41.38,43.93,41.25,43.72,"20,397,669"
"Feb 25, 2022",43.85,46.37,43.74,46.34,"29,087,945"
"Feb 28, 2022",46.1,47.42,46.02,46.95,"23,876,942"
"Mar 1, 2022",47.51,49.55,47.17,47.91,"27,302,498"
"Mar 2, 2022",48.17,48.79,47.44,48.16,"19,132,865"
"Mar 3, 2022",48.75,49.12,47.42,49.09,"22,678,660"
"Mar 4, 2022",49.06,50.46,48.64,50.11,"25,510,318"
"Mar 7, 2022",48.9,49.38,46.71,47.15,"27,210,636"
"Mar 8, 2022",46.4,48.24,46.09,46.67,"23,946,895"
"Mar 9, 2022",45.67,47.56,44.9,46.99,"23,418,117"
"Mar 10, 2022",47.65,47.84,46.35,47.71,"16,686,626"
"Mar 11, 2022",47.13,47.78,46.61,46.93,"14,331,207"
"Mar 14, 2022",46.16,46.22,44.14,44.52,"21,012,009"
"Mar 15, 2022",43.34,44.46,43,44.28,"18,570,084"
"Mar 16, 2022",45.27,46.78,44.95,46.42,"20,461,605"
"Mar 17, 2022",47.02,48.8,46.76,48.59,"18,150,945"
"Mar 18, 2022",48.33,49.47,47.98,48.08,"27,493,091"
"Mar 21, 2022",48.35,50,48.35,49.51,"15,327,125"
"Mar 22, 2022",49.94,50.78,48.7,49.86,"15,558,189"
"Mar 23, 2022",50.01,50.42,49.68,49.81,"11,371,706"
"Mar 24, 2022",50.14,51.94,50.06,51.45,"18,021,551"
"Mar 25, 2022",51.11,51.99,50.92,51.93,"11,530,156"
"Mar 28, 2022",51.12,51.12,48.95,50.27,"14,166,895"
"Mar 29, 2022",49.03,50.09,47.64,50.09,"15,729,428"
"Mar 30, 2022",50.61,51.43,50.15,50.78,"11,190,295"
"Mar 31, 2022",50.58,51.27,49.74,49.74,"10,964,372"
"Apr 1, 2022",49.88,51.85,49.83,50.96,"16,632,868"
"Apr 4, 2022",51.78,51.78,50.57,50.9,"12,300,254"
"Apr 5, 2022",50.99,51.56,48.89,49.09,"13,805,868"
"Apr 6, 2022",48.91,49.03,47.44,48.06,"13,635,760"
"Apr 7, 2022",48.51,48.93,47.48,48.48,"11,154,291"
"Apr 8, 2022",48.91,49.35,48.23,48.97,"9,620,296"
"Apr 11, 2022",48.72,48.88,47.61,47.72,"9,370,595"
"Apr 12, 2022",48.64,49.32,47.85,48,"11,646,580"
"Apr 13, 2022",48.49,49.46,48.12,49.43,"11,976,508"
"Apr 14, 2022",49.7,50.42,49.14,49.19,"12,110,222"
"Apr 18, 2022",49.67,51.34,49.42,50.77,"14,267,008"
"Apr 19, 2022",50.07,50.92,49.72,50.64,"10,278,468"
"Apr 20, 2022",49.81,50.52,48.88,49.9,"13,101,816"
"Apr 21, 2022",48.49,48.79,44.48,44.95,"31,430,941"
"Apr 22, 2022",44.48,44.6,41.13,41.91,"32,547,573"
"Apr 25, 2022",40.02,42.08,39.56,41.65,"31,955,326"
"Apr 26, 2022",41.49,41.83,40.08,40.18,"18,707,664"
"Apr 27, 2022",42.1,42.91,41.52,41.69,"22,816,538"
"Apr 28, 2022",41.89,42.46,40.54,41.84,"15,192,235"
"Apr 29, 2022",42.48,43.5,40.38,40.55,"17,201,968"
"May 2, 2022",39.94,40.65,39.02,40.18,"21,723,792"
"May 3, 2022",40.34,40.89,39.82,40.15,"16,184,267"
"May 4, 2022",40.28,41.41,39.24,41.3,"17,667,483"
"May 5, 2022",41.01,41.08,38.87,39.64,"22,061,311"
"May 6, 2022",39.17,39.21,37.6,37.88,"22,379,508"
"May 9, 2022",36.1,36.95,35.35,35.52,"30,392,839"
"May 10, 2022",36.63,36.63,34.99,36.07,"26,543,213"
"May 11, 2022",37.25,37.82,35.82,35.91,"22,542,841"
"May 12, 2022",34.31,35.52,33.43,34.34,"27,193,414"
"May 13, 2022",34.77,35.8,34.59,35.04,"18,987,965"
"May 16, 2022",35.16,36.13,34.94,35.15,"17,882,478"
"May 17, 2022",37.09,37.82,36.56,37.64,"22,673,620"
"May 18, 2022",37.16,37.6,35.12,35.34,"18,275,957"
"May 19, 2022",35.63,37.59,35.63,36.72,"18,860,223"
"May 20, 2022",37.31,37.5,35.5,36.31,"21,630,873"
"May 23, 2022",37.6,38.64,37.07,38.35,"19,211,904"
"May 24, 2022",37.92,37.94,36.71,37.48,"15,922,882"
"May 25, 2022",37.07,38.06,36.93,37.83,"12,859,848"
"May 26, 2022",37.63,38.71,36.98,38.49,"10,011,830"
"May 27, 2022",39.09,39.7,38.7,39.65,"11,914,435"
"May 31, 2022",40.05,41,38.69,39.08,"16,890,108"
"Jun 1, 2022",39.32,39.98,38.85,39.64,"12,817,554"
"Jun 2, 2022",41.78,42.27,41.26,41.72,"19,239,079"
"Jun 3, 2022",41.03,41.94,41,41.33,"13,459,937"
"Jun 6, 2022",41.85,42.97,41.68,42.78,"15,137,407"
"Jun 7, 2022",42.25,43.62,42.15,43.39,"12,694,788"
"Jun 8, 2022",42.93,43.14,42.04,42.2,"12,373,355"
"Jun 9, 2022",42.18,42.27,40.5,40.52,"13,550,942"
"Jun 10, 2022",39.2,40.4,38.96,40.21,"23,308,715"
"Jun 13, 2022",38.19,38.52,36.3,37.17,"30,274,567"
"Jun 14, 2022",37.48,37.65,36.45,36.82,"16,368,811"
"Jun 15, 2022",37.5,37.57,35.89,36.9,"17,094,637"
"Jun 16, 2022",35.48,36.03,34.5,34.87,"20,474,604"
"Jun 17, 2022",34.54,35,33.42,33.82,"30,089,685"
"Jun 21, 2022",34.24,34.77,33.91,34.03,"13,634,404"
"Jun 22, 2022",32.25,32.25,31.17,31.32,"31,348,968"
"Jun 23, 2022",30.46,30.87,28.87,29.57,"41,337,564"
"Jun 24, 2022",29.76,30.99,29.15,30.99,"35,347,247"
"Jun 27, 2022",31.58,31.61,30.72,31.02,"17,053,748"
"Jun 28, 2022",31.54,32.3,30.68,30.78,"22,645,186"
"Jun 29, 2022",31.28,31.3,29.99,30.29,"15,424,305"
"Jun 30, 2022",29.72,30.06,28.99,29.26,"21,029,193"
"Jul 1, 2022",28.89,29.27,27.92,29.2,"22,967,469"
"Jul 5, 2022",27.84,27.97,26.61,27.26,"35,853,347"
"Jul 6, 2022",27.12,27.59,26.21,27.38,"35,581,183"
"Jul 7, 2022",29.31,29.54,28.78,29.22,"24,755,667"
"Jul 8, 2022",29.21,29.22,27.99,28,"17,509,198"
"Jul 11, 2022",27.05,27.31,26.75,26.91,"22,227,040"
"Jul 12, 2022",26.35,27.11,26.02,26.3,"25,721,908"
"Jul 13, 2022",25.76,26.95,25.37,26.44,"26,774,624"
"Jul 14, 2022",25.3,25.4,24.8,25.09,"31,890,919"
"Jul 15, 2022",25.39,26.13,24.88,25.82,"29,197,409"
"Jul 18, 2022",27.04,28.12,27.01,27.42,"29,351,165"
"Jul 19, 2022",27.3,28.61,27.26,28.5,"22,850,356"
"Jul 20, 2022",28.52,29.24,28.22,28.57,"25,186,561"
"Jul 21, 2022",28.49,29.05,27.39,28.91,"27,566,118"
"Jul 22, 2022",29.63,29.95,27.69,27.76,"20,926,677"
"Jul 25, 2022",28.54,28.62,27.98,28.29,"16,260,809"
"Jul 26, 2022",28.22,28.68,27.78,27.93,"14,626,593"
"Jul 27, 2022",27.98,29.41,27.76,29.29,"17,466,277"
"Jul 28, 2022",29.94,30.39,29.17,29.83,"18,827,064"
"Jul 29, 2022",30.05,31.73,29.77,31.55,"26,279,245"
"Aug 1, 2022",30.85,31.02,29.69,29.98,"17,320,498"
"Aug 2, 2022",29.63,29.99,28.52,29.33,"17,031,867"
"Aug 3, 2022",29.6,29.6,28.5,28.69,"17,599,959"
"Aug 4, 2022",28.82,29.44,28.53,28.76,"12,429,849"
